"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"methods","methods","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.6.1","base",NA,"utils, stats",NA,"codetools",NA,"Part of R 3.6.1",NA,NA,NA,NA,"yes","3.6.1"
"mgcv","mgcv","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.8-31","recommended","R (>= 2.14.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",NA,"parallel, survival, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"mi","mi","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0",NA,"R (>= 3.0.0), methods, Matrix, stats4","arm (>= 1.4-11)",NA,"betareg, lattice, knitr, MASS, nnet, parallel, sn, survival,
truncnorm, foreign",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"mice","mice","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.6.0",NA,"methods, R (>= 2.10.0), lattice","broom, dplyr, grDevices, graphics, MASS, mitml, nnet,
parallel, Rcpp, rlang, rpart, splines, stats, survival, utils","Rcpp","AGD, CALIBERrfimpute, gamlss, lme4, mitools, nlme, pan,
randomForest, Zelig, BSDA, knitr, rmarkdown, testthat, HSAUR3,
micemd, miceadds, tidyr",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"MIIVsem","MIIVsem","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.5.4",NA,"R (>= 2.10)","stats, utils, methods, lavaan, numDeriv, Matrix, car, boot",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"mime","mime","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.7",NA,NA,"tools",NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","3.6.1"
"miniUI","miniUI","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1.1.1",NA,NA,"shiny (>= 0.13), htmltools (>= 0.3), utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"minpack.lm","minpack.lm","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2-1",NA,NA,NA,NA,"MASS",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"minqa","minqa","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.4",NA,NA,"Rcpp (>= 0.9.10)","Rcpp",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"misc3d","misc3d","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.8-4",NA,NA,NA,NA,"rgl, tkrplot, MASS",NA,"GPL",NA,NA,NA,NA,NA,"3.6.1"
"miscTools","miscTools","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.6-24",NA,"R (>= 2.14.0)","digest",NA,"Ecdat (>= 0.1-5)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"missForest","missForest","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4",NA,"randomForest,foreach,itertools",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"mitml","mitml","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3-7",NA,NA,"pan, jomo, haven, grDevices, graphics, stats, utils",NA,"mice, miceadds, Amelia, lme4, nlme, geepack, survival, knitr,
rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"mixtools","mixtools","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.0",NA,"R (>= 3.2.0)","MASS, segmented, stats, survival",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"mlbench","mlbench","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.1-1",NA,"R (>= 2.10)",NA,NA,"lattice",NA,"GPL-2",NA,NA,NA,NA,NA,"3.6.1"
"mlegp","mlegp","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.1.7",NA,NA,NA,NA,"snowfall",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"mlogit","mlogit","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0-1",NA,"R (>= 2.10), Formula, zoo, lmtest","statmod, MASS, Rdpack",NA,"knitr, car, nnet, lattice, AER, ggplot2, texreg, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"mlr","mlr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.15.0",NA,"ParamHelpers (>= 1.10), R (>= 3.0.2)","backports (>= 1.1.0), BBmisc (>= 1.11), checkmate (>= 1.8.2),
data.table, ggplot2, methods, parallelMap (>= 1.3), stats,
stringi, survival, utils, XML",NA,"ada, adabag, bartMachine, batchtools, brnn, bst, C50, care,
caret (>= 6.0-57), class, clue, cluster, ClusterR, clusterSim
(>= 0.44-5), clValid, cmaes, cowplot, CoxBoost, crs, Cubist,
deepnet, DiceKriging, DiscriMiner, e1071, earth, elasticnet,
emoa, evtree, extraTrees, fda.usc, FDboost, flare, FNN, fpc,
frbs, FSelector, FSelectorRcpp (>= 0.2.1), gbm, GenSA, ggpubr,
glmnet, GPfit, h2o (>= 3.6.0.8), Hmisc, hrbrthemes, irace (>=
2.0), kernlab, kknn, klaR, knitr, laGP, LiblineaR, lintr (>=
1.0.0.9001), MASS, mboost, mco, mda, memoise, mlbench, mldr,
mlrMBO, mmpf, modeltools, mRMRe, neuralnet, nnet, nodeHarvest
(>= 0.7-3), numDeriv, pamr, pander, party, penalized (>=
0.9-47), pls, PMCMR (>= 4.1), praznik (>= 5.0.0), randomForest,
randomForestSRC (>= 2.7.0), ranger (>= 0.8.0), rappdirs,
refund, rex, rFerns, rgenoud, rknn, rmarkdown, ROCR,
rotationForest, rpart, RRF, rrlda, rsm, RSNNS, RWeka, sda, sf,
smoof, sparseLDA, stepPlr, survAUC, svglite, SwarmSVM,
testthat, tgp, TH.data, wavelets, xgboost (>= 0.6-2)",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"mltools","mltools","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3.5",NA,NA,"data.table(>= 1.9.7), Matrix, methods, stats",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"mnormt","mnormt","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.5-5",NA,"R (>= 2.2.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"ModelMetrics","ModelMetrics","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.2",NA,"R (>= 3.2.2)","Rcpp, data.table","Rcpp","testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"modelr","modelr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1.5",NA,"R (>= 3.2)","broom, dplyr, magrittr, purrr (>= 0.2.2), rlang (>= 0.2.0),
tibble, tidyr (>= 0.8.0)",NA,"compiler, covr, ggplot2, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"modeltools","modeltools","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2-22",NA,"stats, stats4","methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"moments","moments","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.14",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"mpath","mpath","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3-20",NA,"methods","MASS, pscl, numDeriv, foreach, doParallel, bst",NA,"zic, R.rsp, knitr, gdata",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"msm","msm","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.6.7",NA,NA,"survival,mvtnorm,expm",NA,"mstate,minqa,doParallel,foreach,numDeriv,testthat,flexsurv",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"multcomp","multcomp","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4-10",NA,"stats, graphics, mvtnorm (>= 1.0-10), survival (>= 2.39-4),
TH.data (>= 1.0-2)","sandwich (>= 2.3-0), codetools",NA,"lme4 (>= 0.999375-16), nlme, robustbase, coin, MASS, foreign,
xtable, lmtest, coxme (>= 2.2-1), SimComp, ISwR, tram (>=
0.2-5)",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"multicool","multicool","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.1-10",NA,"methods, Rcpp (>= 0.11.2)",NA,"Rcpp",NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"munsell","munsell","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.5.0",NA,NA,"colorspace, methods",NA,"ggplot2, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"mvabund","mvabund","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","4.0.1",NA,"R (>= 3.0.0)","Rcpp, MASS, methods, stats, tweedie, statmod, parallel","Rcpp, RcppGSL","testthat",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"yes","3.6.1"
"mvnfast","mvnfast","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2.5",NA,NA,"Rcpp (>= 0.12.0)","Rcpp, RcppArmadillo, BH","knitr, rmarkdown, testthat, mvtnorm, microbenchmark, MASS,
plyr, RhpcBLASctl",NA,"GPL (>= 2.0)",NA,NA,NA,NA,"yes","3.6.1"
"mvtnorm","mvtnorm","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0-11",NA,"R(>= 3.5.0)","stats, methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"natserv","natserv","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.3.0",NA,"R(>= 3.2.1)","crul (>= 0.7.0), xml2 (>= 1.2.0), tibble (>= 2.0.1),
data.table (>= 1.12.0)",NA,"testthat, knitr, ggplot2, maps, mapproj, vcr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"ncbit","ncbit","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2013.03.29",NA,"R (>= 2.10)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"network","network","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.15",NA,"R (>= 2.10), utils","tibble, magrittr",NA,"sna, statnet.common, testthat, covr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"networkDynamic","networkDynamic","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.10.0",NA,"R (>= 3.0.0), network (>= 1.15)","statnet.common, methods","network","testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"neuRosim","neuRosim","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2-12",NA,"R (>= 3.1.1), deSolve",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"nleqslv","nleqslv","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.3.2",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"nlme","nlme","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.1-142","recommended","R (>= 3.4.0)","graphics, stats, utils, lattice",NA,"Hmisc, MASS",NA,"GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"yes","3.6.1"
"nloptr","nloptr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.1",NA,NA,NA,NA,"testthat (>= 0.8.1), knitr, rmarkdown, inline (>= 0.3.14)",NA,"LGPL-3",NA,NA,NA,NA,"yes","3.6.1"
"NLP","NLP","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2-0",NA,"R (>= 3.2.0)","utils",NA,NA,"udpipe, spacyr, cleanNLP","GPL-3",NA,NA,NA,NA,"no","3.6.1"
"NMF","NMF","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.21.0",NA,"R (>= 3.0.0), methods, utils, pkgmaker (>= 0.20), registry,
rngtools (>= 1.2.3), cluster","graphics, stats, stringr (>= 1.0.0), digest, grid, grDevices,
gridBase, colorspace, RColorBrewer, foreach, doParallel,
ggplot2, reshape2",NA,"fastICA, doMPI, bigmemory (>= 4.2), synchronicity(>= 1.3.2),
corpcor, xtable, devtools, knitr, bibtex, RUnit, mail, Biobase",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"nnet","nnet","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","7.3-12","recommended","R (>= 2.14.0), stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"nnls","nnls","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.6.1"
"nor1mix","nor1mix","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3-0",NA,NA,"stats, graphics",NA,"cluster",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"np","np","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.60-9",NA,NA,"boot, cubature, methods, quadprog, quantreg, stats",NA,"MASS",NA,"GPL",NA,NA,NA,NA,"yes","3.6.1"
"npsurv","npsurv","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4-0",NA,"lsei","methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"numDeriv","numDeriv","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2016.8-1.1",NA,"R (>= 2.11.1)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"oce","oce","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1-1",NA,"R (>= 2.15), utils, methods, testthat, gsw","Rcpp","Rcpp","akima, automap, DBI, foreign, knitr, lubridate, marmap,
ncdf4, ocedata, rgdal (>= 1.4.3), rmarkdown, RSQLite, R.utils,
sp, tiff",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"OceanView","OceanView","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.4",NA,"plot3D, plot3Drgl, R (>= 3.2)","methods, graphics, grDevices, stats, rgl, shape",NA,NA,NA,"GPL (>= 3.0)",NA,NA,NA,NA,"yes","3.6.1"
"oddsratio","oddsratio","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.0.0",NA,"R (>= 3.0.0)","ggplot2 (>= 3.0.0), mgcv, stats, stringr, tibble",NA,"cowplot, gam, grid, gtable, knitr, MASS, rmarkdown, scales,
testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"openssl","openssl","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4.1",NA,NA,"askpass",NA,"testthat, digest, knitr, rmarkdown, jsonlite, jose, sodium",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"openxlsx","openxlsx","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","4.1.3",NA,"R (>= 3.3.0)","grDevices, methods, Rcpp, stats, stringi, utils, zip, rlang
(>= 0.1.2)","Rcpp","knitr, pkgdown, testthat, roxygen2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"optmatch","optmatch","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.9-12",NA,"R (>= 2.15.1), survival","Rcpp, RItools, digest, stats, methods, graphics","Rcpp","boot, biglm, testthat (>= 0.11.0), roxygen2, brglm, arm,
knitr, rmarkdown, pander, xtable","CBPS, haven","file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"optparse","optparse","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.6.4",NA,"R (>= 2.9.0)","methods, getopt (>= 1.20.2)",NA,"covr, knitr (>= 1.15.19), stringr, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"ordinal","ordinal","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2019.4-25",NA,"R (>= 2.13.0), stats, methods","ucminf, MASS, Matrix, numDeriv",NA,"lme4, nnet, xtable, testthat (>= 0.8), tools",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"pan","pan","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.6",NA,NA,NA,NA,"mitools, lme4",NA,"GPL-3",NA,"no",NA,NA,"yes","3.6.1"
"parallel","parallel","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.6.1","base",NA,"tools, compiler",NA,"methods","snow, nws, Rmpi","Part of R 3.6.1",NA,NA,NA,NA,"yes","3.6.1"
"parallelMap","parallelMap","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4",NA,"R (>= 3.0.0)","BBmisc (>= 1.8), checkmate (>= 1.8.0), parallel, stats, utils",NA,"BatchJobs (>= 1.8), batchtools (>= 0.9.6), data.table, Rmpi,
testthat",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"ParamHelpers","ParamHelpers","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.12",NA,NA,"backports, BBmisc (>= 1.10), checkmate (>= 1.8.2), fastmatch,
methods",NA,"akima, eaf, emoa, GGally, ggplot2, gridExtra, grid, irace (>=
2.1), lhs, plyr, reshape2, testthat",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","3.6.1"
"parsedate","parsedate","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2.0",NA,NA,"rematch2",NA,"covr, testthat, withr",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"party","party","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3-3",NA,"R (>= 3.0.0), methods, grid, stats, mvtnorm (>= 1.0-2),
modeltools (>= 0.2-21), strucchange","survival (>= 2.37-7), coin (>= 1.1-0), zoo, sandwich (>=
1.1-1)","mvtnorm","TH.data (>= 1.0-3), mlbench, colorspace, MASS, vcd, ipred,
varImp",NA,"GPL-2",NA,NA,NA,NA,"yes","3.6.1"
"partykit","partykit","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.2-5",NA,"R (>= 3.1.0), graphics, grid, libcoin (>= 1.0-0), mvtnorm","grDevices, stats, utils, survival, Formula (>= 1.2-1), inum
(>= 1.0-0), rpart (>= 4.1-11)",NA,"XML, pmml, rJava, sandwich, strucchange, vcd, AER, mlbench,
TH.data (>= 1.0-3), coin (>= 1.1-0), RWeka (>= 0.4-19),
datasets, parallel, psychotools (>= 0.3-0), psychotree, party
(>= 1.3-0)",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"pastecs","pastecs","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.3.21",NA,NA,"boot, stats, graphics, utils, grDevices",NA,"svUnit, covr",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"pbapply","pbapply","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4-2",NA,"R (>= 3.2.0)","parallel",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"pbivnorm","pbivnorm","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.6.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"pbkrtest","pbkrtest","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4-7",NA,"R (>= 3.2.3), lme4 (>= 1.1.10)","Matrix (>= 1.2.3), parallel, MASS, methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"pcaPP","pcaPP","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.9-73",NA,NA,"mvtnorm",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.6.1"
"penalized","penalized","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.9-51",NA,"R (>= 2.10.0), survival, methods","Rcpp","Rcpp, RcppArmadillo","globaltest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"peperr","peperr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1-7.1",NA,"snowfall, survival",NA,NA,"CoxBoost, locfit, penalized, codetools",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"permute","permute","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.9-5",NA,"R (>= 2.14.0)","stats",NA,"vegan (>= 2.0-0), testthat (>= 0.5), parallel",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"phangorn","phangorn","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.5.5",NA,"R (>= 3.2.0), ape (>= 5.0)","quadprog, igraph (>= 1.0), Matrix, parallel, methods, utils,
stats, graphics, grDevices, fastmatch, magrittr, Rcpp (>=
0.12.0)","Rcpp","testthat, vdiffr, seqinr, xtable, rgl, knitr, rmarkdown,
Biostrings",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"pheatmap","pheatmap","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.12",NA,"R (>= 2.0)","grid, RColorBrewer, scales, gtable, stats, grDevices, graphics",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
"phylobase","phylobase","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.8.6",NA,NA,"ade4, ape (>= 3.0), Rcpp (>= 0.11.0), rncl (>= 0.6.0), grid,
methods, stats, RNeXML","Rcpp","MASS, testthat (>= 0.8.1), knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.6.1"
"pillar","pillar","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.4.2",NA,NA,"cli, crayon (>= 1.3.4), fansi, rlang (>= 0.3.0), utf8 (>=
1.1.0), vctrs",NA,"knitr, lubridate, testthat, withr",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"pim","pim","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.0.1",NA,"R (>= 3.0), utils","methods, stats4, nleqslv, BB",NA,"testthat, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"pinfsc50","pinfsc50","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.0",NA,"R (>= 3.2.1)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.6.1"
"pixmap","pixmap","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.4-11",NA,"methods",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.6.1"
"pkgbuild","pkgbuild","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.6",NA,"R (>= 3.1)","callr (>= 3.2.0), cli, crayon, desc, prettyunits, R6,
rprojroot, withr (>= 2.1.2)",NA,"Rcpp, testthat, covr",NA,"GPL-3",NA,NA,NA,NA,"no","3.6.1"
"pkgconfig","pkgconfig","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.0.3",NA,NA,"utils",NA,"covr, testthat, disposables (>= 1.0.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"pkgload","pkgload","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.2",NA,NA,"desc, methods, pkgbuild, rlang, rprojroot, rstudioapi, utils,
withr",NA,"bitops, covr, Rcpp, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.6.1"
"pkgmaker","pkgmaker","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.27",NA,"R (>= 3.0.0), methods, stats, registry","tools, grDevices, utils, graphics, codetools, digest, stringi,
magrittr, stringr, xtable, withr, bibtex (>= 0.4)",NA,"devtools (>= 0.8), roxygen2, RUnit, testthat, knitr,
rmarkdown, yaml, Biobase",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"plogr","plogr","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","0.2.0",NA,NA,NA,NA,"Rcpp",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"plot3D","plot3D","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.1.1",NA,"R (>= 2.15)","misc3d, stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3.0)",NA,NA,NA,NA,"no","3.6.1"
"plot3Drgl","plot3Drgl","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","1.0.1",NA,"rgl, plot3D, R (>= 3.2.3)","grDevices",NA,NA,NA,"GPL (>= 3.0)",NA,NA,NA,NA,"no","3.6.1"
"plotly","plotly","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","4.9.1",NA,"R (>= 3.2.0), ggplot2 (>= 3.0.0)","tools, scales, httr, jsonlite (>= 1.6), magrittr, digest,
viridisLite, base64enc, htmltools (>= 0.3.6), htmlwidgets (>=
1.3), tidyr, hexbin, RColorBrewer, dplyr, tibble, lazyeval (>=
0.2.0), rlang, crosstalk, purrr, data.table, promises",NA,"MASS, maps, ggthemes, GGally, testthat, knitr, devtools,
shiny (>= 1.1.0), shinytest (>= 1.3.0), curl, rmarkdown,
vdiffr, Cairo, broom, webshot, listviewer, dendextend, sf,
maptools, rgeos, png, IRdisplay, processx, plotlyGeoAssets,
forcats",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.6.1"
"plotrix","plotrix","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","3.7-6",NA,"R (>= 3.5.0)","grDevices, graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.6.1"
"pls","pls","/CHBS/apps/EB/software/R/3.6.1-gomkl-2019a/lib64/R/library","2.7-2",NA,"R (>= 2.10)","grDevices, graphics, methods, stats",NA,"MASS, parallel, Rmpi, testthat, RUnit",NA,"GPL-2",NA,NA,NA,NA,"no","3.6.1"
